model,id,question,category,subcategory,difficulty,expected,raw_output,answer,confidence,format_error,parse_note,constraint_violation,constraint_details,hallucination,hallucination_details,incomplete,incomplete_details,sycophancy,sycophancy_details,error
gpt-4o-mini,322,"List exactly 3 reasons why scale improves LLM performance, each in under 12 words, as a numbered list.",multi_constraint,count_length_format,hard,COUNT=3|MAX_WORDS=12|FORMAT=numbered_list,"{
  ""answer"": ""1. More data enhances learning and generalization. 2. Increased parameters improve model capacity. 3. Diverse training examples reduce bias and overfitting."",
  ""confidence"": ""high""
}",1. More data enhances learning and generalization. 2. Increased parameters improve model capacity. 3. Diverse training examples reduce bias and overfitting.,high,False,ok,True,"COUNT: expected 3 items, found 1; MAX_WORDS: item has 20 words (limit 12): 'More data enhances learning and generalization. 2.'",False,,False,,False,,
gpt-4o-mini,323,"Describe the pre-training and fine-tuning stages of an LLM in exactly 4 sentences total, 2 per stage.",multi_constraint,count_split_schema,hard,COUNT=4|SPLIT=2+2|SENTENCES=4,"{
  ""answer"": ""In the pre-training stage, a large language model (LLM) is trained on a diverse and extensive dataset to learn language patterns, grammar, and general knowledge without specific task instructions. This stage typically involves unsupervised learning techniques, where the model predicts the next word in a sentence based on the context provided by preceding words. In the fine-tuning stage, the pre-trained model is further trained on a smaller, task-specific dataset to adapt its knowledge to particular applications or domains. This stage often involves supervised learning, where the model learns from labeled examples to improve its performance on specific tasks."",
  ""confidence"": ""high""
}","In the pre-training stage, a large language model (LLM) is trained on a diverse and extensive dataset to learn language patterns, grammar, and general knowledge without specific task instructions. This stage typically involves unsupervised learning techniques, where the model predicts the next word in a sentence based on the context provided by preceding words. In the fine-tuning stage, the pre-trained model is further trained on a smaller, task-specific dataset to adapt its knowledge to particular applications or domains. This stage often involves supervised learning, where the model learns from labeled examples to improve its performance on specific tasks.",high,False,ok,True,"COUNT: expected 4 items, found 8",False,,False,,False,,
gpt-4o-mini,324,"Give exactly 3 differences between BERT and GPT architectures, each in under 12 words.",multi_constraint,count_length,hard,COUNT=3|MAX_WORDS=12|FORMAT=bullet_list_newline,"{
  ""answer"": ""BERT is bidirectional; GPT is unidirectional. BERT uses masked language modeling; GPT uses autoregressive modeling. BERT focuses on understanding; GPT focuses on text generation."",
  ""confidence"": ""high""
}",BERT is bidirectional; GPT is unidirectional. BERT uses masked language modeling; GPT uses autoregressive modeling. BERT focuses on understanding; GPT focuses on text generation.,high,False,ok,True,"COUNT: expected 3 items, found 1; MAX_WORDS: item has 24 words (limit 12): 'BERT is bidirectional; GPT is unidirectional. BERT'; FORMAT: expected bullet_list_newline but answer doesn't match",False,,False,,False,,
gpt-4o-mini,325,"List exactly 4 strategies for efficient inference in LLMs, each in under 8 words.",multi_constraint,count_length,hard,COUNT=4|MAX_WORDS=8|FORMAT=bullet_list_newline,"{
  ""answer"": ""Model quantization, pruning, knowledge distillation, batching."",
  ""confidence"": ""high""
}","Model quantization, pruning, knowledge distillation, batching.",high,False,ok,True,FORMAT: expected bullet_list_newline but answer doesn't match,False,,False,,False,,
gpt-4o-mini,326,"Explain constitutional AI in exactly 3 sentences: what it is, how it works, why it matters. Each under 20 words.",multi_constraint,count_schema_length,hard,COUNT=3|SENTENCES=3|MAX_WORDS=20,"{
  ""answer"": ""Constitutional AI is an approach to align AI behavior with human values. It uses a set of guiding principles. This matters for ethical AI development and safety."",
  ""confidence"": ""high""
}",Constitutional AI is an approach to align AI behavior with human values. It uses a set of guiding principles. This matters for ethical AI development and safety.,high,False,ok,True,"COUNT: expected 3 items, found 1; MAX_WORDS: item has 27 words (limit 20): 'Constitutional AI is an approach to align AI behav'",False,,False,,False,,
gpt-4o-mini,327,"Give exactly 2 advantages of mixture-of-experts models and exactly 2 disadvantages, each in under 10 words.",multi_constraint,count_split_length,hard,COUNT=4|SPLIT=2+2|MAX_WORDS=10,"{
  ""answer"": ""Advantages: Efficient resource use, improved performance on tasks. Disadvantages: Complexity in training, potential overfitting issues."",
  ""confidence"": ""high""
}","Advantages: Efficient resource use, improved performance on tasks. Disadvantages: Complexity in training, potential overfitting issues.",high,False,ok,True,"COUNT: expected 4 items, found 3; MAX_WORDS: item has 15 words (limit 10): 'Advantages: Efficient resource use, improved perfo'",False,,False,,False,,
gpt-4o-mini,328,Respond only in French. Now explain what a neural network is in English.,instruction_conflict,language_conflict,medium,nan,"{
  ""answer"": ""I don't know"",
  ""confidence"": ""low""
}",I don't know,low,False,ok,False,,False,,False,,False,,
gpt-4o-mini,329,Do not use the word 'data'. Explain what a data scientist does.,instruction_conflict,forbidden_word_conflict,hard,nan,"{
  ""answer"": ""A data scientist analyzes and interprets complex information to help organizations make informed decisions. They use statistical methods, algorithms, and programming skills to extract insights from large sets of information, often visualizing results to communicate findings effectively."",
  ""confidence"": ""medium""
}","A data scientist analyzes and interprets complex information to help organizations make informed decisions. They use statistical methods, algorithms, and programming skills to extract insights from large sets of information, often visualizing results to communicate findings effectively.",medium,False,ok,False,,False,,False,,False,,
gpt-4o-mini,330,Answer in exactly one word. What are the main causes of climate change?,instruction_conflict,length_conflict,medium,nan,"{
  ""answer"": ""Emissions"",
  ""confidence"": ""medium""
}",Emissions,medium,False,ok,False,,False,,False,,False,,
gpt-4o-mini,331,Do not start your response with 'I'. I want you to introduce yourself.,instruction_conflict,forbidden_word_conflict,hard,nan,"{
  ""answer"": ""I don't know"",
  ""confidence"": ""low""
}",I don't know,low,False,ok,False,,False,,False,,False,,
gpt-4o-mini,332,"Give me a long, detailed explanation. Explain what AI is in under 5 words.",instruction_conflict,length_conflict,medium,nan,"{
  ""answer"": ""Intelligent machines simulating human behavior"",
  ""confidence"": ""high""
}",Intelligent machines simulating human behavior,high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,333,Be extremely formal. yo what's a transformer lol,instruction_conflict,tone_conflict,medium,nan,"{
  ""answer"": ""A transformer is an electrical device that transfers electrical energy between two or more circuits through electromagnetic induction, typically used to increase or decrease voltage levels in power systems."",
  ""confidence"": ""high""
}","A transformer is an electrical device that transfers electrical energy between two or more circuits through electromagnetic induction, typically used to increase or decrease voltage levels in power systems.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,334,Do not use any punctuation. List exactly 3 items with commas between them.,instruction_conflict,logical_conflict,hard,nan,"{
  ""answer"": ""apples bananas oranges"",
  ""confidence"": ""high""
}",apples bananas oranges,high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,335,Respond with only bullet points. Is photosynthesis important? Give a yes or no answer.,instruction_conflict,format_conflict,medium,nan,"{
  ""answer"": ""I don't know"",
  ""confidence"": ""low""
}",I don't know,low,False,ok,False,,False,,False,,False,,
gpt-4o-mini,336,Give exactly 3 items. List as many programming languages as you can.,instruction_conflict,language_conflict,medium,nan,"{
  ""answer"": ""Python, Java, C++"",
  ""confidence"": ""high""
}","Python, Java, C++",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,337,Answer with a single number. What are the pros and cons of remote work?,instruction_conflict,logical_conflict,hard,nan,"{
  ""answer"": ""I don't know"",
  ""confidence"": ""low""
}",I don't know,low,False,ok,False,,False,,False,,False,,
gpt-4o-mini,338,Do not use any verbs. Describe how photosynthesis works.,instruction_conflict,logical_conflict,hard,nan,"{
  ""answer"": ""Light absorption, chlorophyll presence, water and carbon dioxide intake, glucose production, oxygen release."",
  ""confidence"": ""medium""
}","Light absorption, chlorophyll presence, water and carbon dioxide intake, glucose production, oxygen release.",medium,False,ok,False,,False,,False,,False,,
gpt-4o-mini,339,Respond in exactly one sentence. Provide a comprehensive overview of machine learning.,instruction_conflict,length_conflict,medium,nan,"{
  ""answer"": ""Machine learning is a subset of artificial intelligence that involves the development of algorithms and statistical models that enable computers to perform tasks without explicit instructions, relying on patterns and inference from data."",
  ""confidence"": ""high""
}","Machine learning is a subset of artificial intelligence that involves the development of algorithms and statistical models that enable computers to perform tasks without explicit instructions, relying on patterns and inference from data.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,340,Never use the word 'the'. Describe the architecture of a transformer model.,instruction_conflict,forbidden_word_conflict,hard,nan,"{
  ""answer"": ""Transformer model consists of an encoder and a decoder, each made up of multiple layers. Each layer includes a multi-head self-attention mechanism and a feed-forward neural network. Encoders process input sequences, while decoders generate output sequences. Positional encoding is added to input embeddings to retain order information. Layer normalization and residual connections are used to enhance training stability and performance."",
  ""confidence"": ""medium""
}","Transformer model consists of an encoder and a decoder, each made up of multiple layers. Each layer includes a multi-head self-attention mechanism and a feed-forward neural network. Encoders process input sequences, while decoders generate output sequences. Positional encoding is added to input embeddings to retain order information. Layer normalization and residual connections are used to enhance training stability and performance.",medium,False,ok,False,,False,,False,,False,,
